CÓD. AGENTE,FORNECEDOR,MÉDIA IQF,DATA
18070,ENCOPEL COM ROLAMENTOS E PEÇAS LTDA,100,2025-04-08 15:02:26
101,ENGEMAN MANUTENCAO DE EQUIPAMENTOS COM E INDUSTRIA LTDA,100,2025-04-29 11:14:05
101,ENGEMAN MANUTENCAO DE EQUIPAMENTOS COM E INDUSTRIA LTDA,100,2025-04-30 00:00:00
15933,EQUIPAMENTOS GULIN LTDA.,100,2025-04-17 16:46:49
16571,ESCRITA MOVEIS E EQUIPAMENTOS PARA ESCRITORIO LTDA,100,2025-04-30 00:00:00
2803,ESPERANCA NORDESTE LTDA,100,2025-04-07 08:54:01
2803,ESPERANCA NORDESTE LTDA,100,2025-04-07 10:31:37
2803,ESPERANCA NORDESTE LTDA,100,2025-04-07 16:36:35
2803,ESPERANCA NORDESTE LTDA,100,2025-04-15 00:00:00
2803,ESPERANCA NORDESTE LTDA,100,2025-04-28 12:51:07
2803,ESPERANCA NORDESTE LTDA,100,2025-04-28 15:39:55
2803,ESPERANCA NORDESTE LTDA,100,2025-04-29 14:04:51
3757,ESTAF EQUIPAMENTOS S/A,100,2025-04-02 00:00:00
21007,EVERTON ALEXANDRE DE A SILVA,100,2025-04-30 00:00:00
4461,EXPRESSO SOLUCOES DE ENGENHARIA LTDA,80,2025-04-07 00:00:00
20355,EXRAVEN TECNOLOGIA ELETRICA LTDA,100,2025-04-30 00:00:00
8118,EXTINTORES NORDESTE COMERCIO VAREJISTA LTDA,78.75,2025-04-15 00:00:00
20288,F A J AZEVEDO LTDA,100,2025-04-30 00:00:00
15873,F E DA SILVA TRANSPORTES,90.715,2025-04-10 00:00:00
16823,F H F DE LIMA LTDA,100,2025-04-16 16:57:22
4456,F. T. M. MECANICA DE PRECISAO LTDA,100,2025-04-15 00:00:00
4456,F. T. M. MECANICA DE PRECISAO LTDA,100,2025-04-30 00:00:00
16504,FACIL SUPRIMENTOS ELETRICOS MRO LTDA,100,2025-04-30 00:00:00
15546,FD SOLUÇÕES LTDA,97.5,2025-04-28 15:21:14
18163,FELIPE PINTO DE ARAUJO,100,2025-04-30 00:00:00
8395,FEMATIC SOLUCOES INDUSTRIAIS E USINAGEM LTDA,100,2025-04-03 00:00:00
4892,FERCOM INDUSTRIA E COMERCIO LTDA,100,2025-04-15 08:36:32
4892,FERCOM INDUSTRIA E COMERCIO LTDA,100,2025-04-15 08:39:53
4892,FERCOM INDUSTRIA E COMERCIO LTDA,100,2025-04-15 08:43:16
4892,FERCOM INDUSTRIA E COMERCIO LTDA,100,2025-04-15 08:45:56
4892,FERCOM INDUSTRIA E COMERCIO LTDA,100,2025-04-15 08:48:54
4892,FERCOM INDUSTRIA E COMERCIO LTDA,100,2025-04-15 08:52:16
4892,FERCOM INDUSTRIA E COMERCIO LTDA,100,2025-04-15 08:54:35
4892,FERCOM INDUSTRIA E COMERCIO LTDA,100,2025-04-30 00:00:00
4968,FERMEC COMERCIO DE FERRAMENTAS LTDA,96.25,2025-04-25 13:20:45
4968,FERMEC COMERCIO DE FERRAMENTAS LTDA,100,2025-04-30 15:50:29
2807,FERREIRA COSTA E CIA LTDA,100,2025-04-08 11:06:00
2807,FERREIRA COSTA E CIA LTDA,100,2025-04-29 15:14:36
20992,FLAGCOLOR COMERCIO INDUSTRIA E SERVICOS LTDA,78.75,2025-04-14 11:45:19
4687,FLASH TECNOLOGIA E PAGAMENTOS LTDA,100,2025-04-01 00:00:00
4687,FLASH TECNOLOGIA E PAGAMENTOS LTDA,100,2025-04-02 00:00:00
4687,FLASH TECNOLOGIA E PAGAMENTOS LTDA,100,2025-04-04 00:00:00
4687,FLASH TECNOLOGIA E PAGAMENTOS LTDA,10,2025-04-08 00:00:00
4687,FLASH TECNOLOGIA E PAGAMENTOS LTDA,100,2025-04-09 00:00:00
4687,FLASH TECNOLOGIA E PAGAMENTOS LTDA,98.75,2025-04-14 00:00:00
4687,FLASH TECNOLOGIA E PAGAMENTOS LTDA,100,2025-04-15 00:00:00
4687,FLASH TECNOLOGIA E PAGAMENTOS LTDA,100,2025-04-23 00:00:00
4687,FLASH TECNOLOGIA E PAGAMENTOS LTDA,100,2025-04-24 00:00:00
4687,FLASH TECNOLOGIA E PAGAMENTOS LTDA,100,2025-04-30 00:00:00
19412,FLEX E-COMMERCE BRASIL - COMERCIAL E REPRESENTACAO LTDA,100,2025-04-30 00:00:00
4199,FORTPEL COMERCIO DE DESCARTAVEIS LTDA,100,2025-04-11 13:06:12
4199,FORTPEL COMERCIO DE DESCARTAVEIS LTDA,100,2025-04-15 09:24:35
4199,FORTPEL COMERCIO DE DESCARTAVEIS LTDA,100,2025-04-16 10:54:18
4199,FORTPEL COMERCIO DE DESCARTAVEIS LTDA,100,2025-04-30 00:00:00
21116,FORTTEL COMERCIO ATACADISTA LTDA,100,2025-04-11 12:52:06
21116,FORTTEL COMERCIO ATACADISTA LTDA,100,2025-04-23 15:19:54
3693,FOS COMERCIO IMP E SERVICOS LTDA,86.87,2025-04-30 00:00:00
8343,FRANCA VIEIRA PRODUTOS E SERVICOS LTDA,95,2025-04-17 10:14:06
2976,FRIGELAR COMERCIO & DISTRIBUICAO S/A,100,2025-04-29 10:33:11
18293,FRIGELAR COMERCIO E INDUSTRIA LTDA,100,2025-04-29 13:48:49
19305,FRIGOSERVICE COMERCIO DE BEBIDAS LTDA,53.12,2025-04-28 15:16:58
17976,FRIPONTO EQUIPAMENTOS E SISTEMAS LTDA.,80,2025-04-07 00:00:00
15920,FUNDACAO DE PESQUISA E ASSESSORAMENTO A INDUSTRIA,100,2025-04-14 00:00:00
15920,FUNDACAO DE PESQUISA E ASSESSORAMENTO A INDUSTRIA,96.87,2025-04-15 00:00:00
21020,G B JUNIOR COMERCIAL DE VARIEDADES,80,2025-04-24 00:00:00
20413,GALPAO DA OBRA LOCADORA DE MAQUINAS E EQUIPAMENTOS LTDA,100,2025-04-07 00:00:00
20413,GALPAO DA OBRA LOCADORA DE MAQUINAS E EQUIPAMENTOS LTDA,9.5,2025-04-30 00:00:00
15656,GDSUL IMPORTAÇÃO INTELIGENTES LTDA,100,2025-04-07 11:12:31
15656,GDSUL IMPORTAÇÃO INTELIGENTES LTDA,100,2025-04-14 08:13:23
21006,GEN PARTS BRASIL SERVICOS E COMERCIO DE ARTEFATOS EM GERAL LTDA,100,2025-04-26 09:05:10
15869,GENERAL INSTRUMENTS ENGENHARIA REPRESENTACOES E COMERCIO LTDA,100,2025-04-08 00:00:00
21026,GENILTON BOEING,72.5,2025-04-28 15:55:50
21026,GENILTON BOEING,72.5,2025-04-28 16:00:37
19819,GERAMAN SOLUCOES METROLOGICAS LTDA,100,2025-04-04 00:00:00
18323,GESASUL FERRAMENTAS,100,2025-04-10 08:07:26
18323,GESASUL FERRAMENTAS,100,2025-04-16 13:04:02
8208,GLEISSON PRAZERES DA SILVA 07471298430,100,2025-04-30 00:00:00
3365,GLOBALTEC COMERCIO E EQUIPAMENTOS INDUSTRIAIS LTDA,88.75,2025-04-30 13:55:08
3365,GLOBALTEC COMERCIO E EQUIPAMENTOS INDUSTRIAIS LTDA,90,2025-04-30 14:00:40
3365,GLOBALTEC COMERCIO E EQUIPAMENTOS INDUSTRIAIS LTDA,90,2025-04-30 14:16:35
20229,GP IMPORTACAO E EXPORTACAO,100,2025-04-30 00:00:00
15818,GRACIELA SOANE FIGUEREDO ROCHA LIMA,100,2025-04-03 00:00:00
4190,GRAMATA MECANICA DE PRECISAO LTDA,81.43,2025-04-30 00:00:00
4190,GRAMATA MECANICA DE PRECISAO LTDA,80,2025-04-30 11:49:26
3771,GRANVILLE EQUIPAMENTOS DE SEGURANCA LTDA,100,2025-04-30 17:19:27
3112,GRAVILLE EQUIPAMENTOS DE SEGURANCA LTDA,100,2025-04-03 08:57:09
17984,GREEN PACKING TECHNOLOGY - SOLUCOES SUSTENTAVEIS,100,2025-04-30 00:00:00
7802,GREEN STAR QUIMICA LTDA,80,2025-04-02 09:57:18
7802,GREEN STAR QUIMICA LTDA,80,2025-04-10 11:17:01
7802,GREEN STAR QUIMICA LTDA,80,2025-04-10 11:31:13
7802,GREEN STAR QUIMICA LTDA,80,2025-04-17 10:57:31
7802,GREEN STAR QUIMICA LTDA,100,2025-04-17 15:10:30
7802,GREEN STAR QUIMICA LTDA,80,2025-04-28 11:37:17
21028,GREENCLEANER SERVICOS E COMERCIO DE PRODUTOS DE LIMPEZA LTDA,80,2025-04-24 00:00:00
16627,GTN TRANSPORTES E LOGISTICA LTDA,100,2025-04-24 00:00:00
3483,GURGELMIX MAQUINAS E FERRAMENTAS S/A-CAJAMAR,100,2025-04-25 08:34:42
2997,HAPVIDA ASSISTENCIA MEDICA LTDA,10,2025-04-11 00:00:00
18400,HD PARAFUSOS COMERCIO VAREJISTA LTDA,100,2025-04-07 15:01:02
18400,HD PARAFUSOS COMERCIO VAREJISTA LTDA,100,2025-04-17 09:44:05
20987,HIDRATEC COMERCIO DE MATERIAL OFFSHORE LTDA,92.5,2025-04-24 09:04:01
20708,HIDRAUMAK HIDRAULICA COMERCIO E REPRESENTACOES DE MAQUINAS LTDA,100,2025-04-01 07:13:15
19043,HILTI DO BRASIL COMERCIAL LTDA,100,2025-04-30 00:00:00
3478,HIPERTEK SISTEMAS PARA MOVIMENTACAO DE CARGAS LTDA,80,2025-04-30 00:00:00
21017,HIPPER FLUXOS SOLUCOES INDUSTRIAIS LTDA,80,2025-04-24 00:00:00
16322,HOERBIGER BRASIL LTDA,100,2025-04-30 00:00:00
3219,HOTEL E RESTAURANTE GOVERNADOR PLAGE LTDA,75,2025-04-07 00:00:00
20845,HOTEL IMPERIAL LTDA,100,2025-04-14 00:00:00
20845,HOTEL IMPERIAL LTDA,100,2025-04-15 00:00:00
18872,HOTEL INN HOUSE MACAE LTDA,96.25,2025-04-08 00:00:00
18872,HOTEL INN HOUSE MACAE LTDA,96.25,2025-04-09 00:00:00
18872,HOTEL INN HOUSE MACAE LTDA,97.5,2025-04-23 00:00:00
10989,HOTEL NOLASCO LTDA,80,2025-04-07 00:00:00
10989,HOTEL NOLASCO LTDA,100,2025-04-08 00:00:00
10989,HOTEL NOLASCO LTDA,100,2025-04-15 00:00:00
3921,HOTEL PORTUGAL LTDA,81.25,2025-04-16 00:00:00
3921,HOTEL PORTUGAL LTDA,100,2025-04-22 00:00:00
15822,HUBELAV SOLUCOES EM LAVANDERIA HOSPITALAR E INDUSTRIAL LTDA,90.62,2025-04-08 00:00:00
4183,HUGO CESAR JUREMA DA SILVA,100,2025-04-30 00:00:00
17993,ID SAFETY DO BRASIL LTDA,69.37,2025-04-09 15:06:56
17993,ID SAFETY DO BRASIL LTDA,82.5,2025-04-24 15:26:01
20705,IKEDA MAQUINAS LTDA,100,2025-04-30 00:00:00
4991,IMA EQUIPAMENTOS DE PROTECAO INDIVIDUAL LTDA,79.37,2025-04-17 11:55:18
4991,IMA EQUIPAMENTOS DE PROTECAO INDIVIDUAL LTDA,73.75,2025-04-24 11:44:35
4991,IMA EQUIPAMENTOS DE PROTECAO INDIVIDUAL LTDA,83.12,2025-04-24 11:53:26
4991,IMA EQUIPAMENTOS DE PROTECAO INDIVIDUAL LTDA,80,2025-04-25 00:00:00
4991,IMA EQUIPAMENTOS DE PROTECAO INDIVIDUAL LTDA,73.75,2025-04-28 11:27:38
4991,IMA EQUIPAMENTOS DE PROTECAO INDIVIDUAL LTDA,83.12,2025-04-30 00:00:00
16455,INDEPENDENCIA COMERCIAL LTDA,100,2025-04-17 13:26:28
8284,INOVACOES MECANICAS AVANCADAS ENGENHARIA LIMITADA,100,2025-04-01 00:00:00
8284,INOVACOES MECANICAS AVANCADAS ENGENHARIA LIMITADA,100,2025-04-15 00:00:00
8192,INOVARE COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA,76.25,2025-04-24 11:38:02
20477,INSTITUTO DE CIENCIAS NAUTICAS ICN,88.12,2025-04-30 00:00:00
4324,INSTRUSUL COMERCIO E MANUTENCAO DE INSTRUMENTOS DE MEDICAO LTDA,100,2025-04-30 00:00:00
16425,IPE 360 II COMERCIO / BR SAFETY COM. DE EQUIPAMENTOS,100,2025-04-08 13:41:12
3110,IPH DO BRASIL COMERCIO E REPRESENTACOES LTDA,87.5,2025-04-25 00:00:00
3110,IPH DO BRASIL COMERCIO E REPRESENTACOES LTDA,90.715,2025-04-30 00:00:00
4964,IRSA ROLAMENTOS S/A,100,2025-04-07 14:42:54
4964,IRSA ROLAMENTOS S/A,100,2025-04-08 13:54:16
4964,IRSA ROLAMENTOS S/A,100,2025-04-23 00:00:00
4964,IRSA ROLAMENTOS S/A,100,2025-04-23 13:22:32
4964,IRSA ROLAMENTOS S/A,100,2025-04-28 00:00:00
4964,IRSA ROLAMENTOS S/A,100,2025-04-28 10:58:23
4964,IRSA ROLAMENTOS S/A,100,2025-04-28 11:03:30
4964,IRSA ROLAMENTOS S/A,100,2025-04-30 00:00:00
17405,ISA LOCACAO DE VEICULOS LTDA,100,2025-04-29 00:00:00
8136,J C OFFSHORE IMPORTAÇÃO,78.12,2025-04-15 11:21:41
19573,J K PREVIATTO CORTE E DOBRAS DE METAIS LTDA,80,2025-04-25 00:00:00
17216,J. BATISTA FREIRE,100,2025-04-30 00:00:00
4440,J. VICTOR TANGANELI DA ROCHA,100,2025-04-23 17:11:11
20592,J.S.L. HIDRAULICA E PNEUMATICA LTDA,100,2025-04-23 00:00:00
3069,JAGUAR MATERIAIS ELETRICOS LTDA,100,2025-04-30 15:55:25
15599,JATOBARRETTO CENTRO DE DISTRIBUICAO LTDA,100,2025-04-11 11:50:58
16265,JERONYMO DIXNEUF PECAS E SERVICOS LTDA,100,2025-04-30 00:00:00
2812,JEVIN COMERCIO E SERVICOS LTDA,100,2025-04-15 08:40:56
2812,JEVIN COMERCIO E SERVICOS LTDA,80,2025-04-16 08:59:59
2812,JEVIN COMERCIO E SERVICOS LTDA,100,2025-04-23 00:00:00
2812,JEVIN COMERCIO E SERVICOS LTDA,80,2025-04-30 00:00:00
4082,JEVINETWORK COMERCIO E SERVICOS LTDA,100,2025-04-23 00:00:00
4056,JJR TREINAMENTOS LTDA,97.5,2025-04-25 00:00:00
16629,JN SOARES REFRIGERACAO LTDA,100,2025-04-04 09:46:26
16629,JN SOARES REFRIGERACAO LTDA,100,2025-04-04 09:50:36
16629,JN SOARES REFRIGERACAO LTDA,100,2025-04-04 10:02:34
16629,JN SOARES REFRIGERACAO LTDA,100,2025-04-30 00:00:00
3843,JOELSON F. DOS SANTOS TELECOMUNICACOES,55,2025-04-15 00:00:00
21033,JOHNATHAN DE FREITAS LIMA,100,2025-04-26 08:59:24
18687,JP POUSADA LTDA,100,2025-04-08 00:00:00
16209,JR EQUIPAMENTOS COMERCIO E ATACADO LTDA,100,2025-04-14 19:18:53
16209,JR EQUIPAMENTOS COMERCIO E ATACADO LTDA,100,2025-04-25 15:22:45
20530,K. S. LAVANDERIA,100,2025-04-14 00:00:00
20530,K. S. LAVANDERIA,100,2025-04-17 00:00:00
7580,K.S.F DA SILVA - REPRESENTAÇOES - ME,78.12,2025-04-30 00:00:00
16707,K2 TELECOM E MULTIMIDIA LIMITADA,97.5,2025-04-30 00:00:00
18166,KAELVED INDUSTRIA E COMERCIO LTDA,100,2025-04-25 14:42:09
3204,KALUNGA COMERCIO INDUSTRIA GRAFICA LTDA,100,2025-04-30 00:00:00
3275,KALUNGA S/A,100,2025-04-30 00:00:00
8060,KALUNGA SA,100,2025-04-14 10:52:45
15630,KARLA B.BARRETO,100,2025-04-24 00:00:00
4970,KHEFREN DISTRIBUIDORA DE HIGIENE E DESCARTAVEIS LTDA.,100,2025-04-07 00:00:00
2910,KOFRE REPRESENTACAO E COMERCIO LTDA,100,2025-04-11 00:00:00
2910,KOFRE REPRESENTACAO E COMERCIO LTDA,100,2025-04-30 00:00:00
17301,L LUCAS PIRES VAREJISTA LTDA,100,2025-04-14 19:06:19
17301,L LUCAS PIRES VAREJISTA LTDA,100,2025-04-30 00:00:00
17301,L LUCAS PIRES VAREJISTA LTDA,100,2025-04-30 11:13:44
15681,L2 TRANSPORTES LOCACOES DE TURISMO LTDA,80,2025-04-30 00:00:00
4166,"LAAM OFFSHORE INDUSTRIA, COMERCIO E SERVICOS DE CABOS DE ACO LTDA",94.37,2025-04-30 00:00:00
2858,LABORATORIO DE ANALISES CLINICAS PIONNER LTDA,100,2025-04-23 00:00:00
17070,LAV CLEAN LAVANDERIA INDUSTRIAL LTDA,100,2025-04-15 00:00:00
21046,LAVAFACIL LAVANDERIA E PASSANDERIA LTDA,100,2025-04-30 00:00:00
5003,LAVANDERIA KHEOPS LTDA,100,2025-04-07 00:00:00
19358,LCT CONSULTORIA E TREINAMENTOS LTDA,88.75,2025-04-30 00:00:00
20910,LEAL DISTRIBUIDORA DE MATERIAL DE LIMPEZA E ESCRITORIO LTDA,100,2025-04-14 13:18:27
7617,LEAN TECNOLOGIA E ENGENHARIA LTDA,96.25,2025-04-23 00:00:00
18485,LECOM TECNOLOGIA S.A.,100,2025-04-02 00:00:00
17788,LEGNET SISTEMA DE GESTAO INTEGRADA LTDA,94.685,2025-04-15 00:00:00
20015,LENA EXPRESS TRANSPORTES LTDA,50,2025-04-14 00:00:00
20015,LENA EXPRESS TRANSPORTES LTDA,100,2025-04-16 00:00:00
20015,LENA EXPRESS TRANSPORTES LTDA,100,2025-04-30 00:00:00
2831,LEONIO RANULFO COMERCIO LTDA,98.75,2025-04-07 00:00:00
2831,LEONIO RANULFO COMERCIO LTDA,95.62,2025-04-07 11:11:15
2831,LEONIO RANULFO COMERCIO LTDA,100,2025-04-10 00:00:00
2831,LEONIO RANULFO COMERCIO LTDA,100,2025-04-14 00:00:00
2831,LEONIO RANULFO COMERCIO LTDA,100,2025-04-14 09:01:23
2831,LEONIO RANULFO COMERCIO LTDA,100,2025-04-30 00:00:00
8401,LETICIA DA SILVA SANTOS,97.5,2025-04-08 00:00:00
8401,LETICIA DA SILVA SANTOS,97.5,2025-04-09 00:00:00
8401,LETICIA DA SILVA SANTOS,95.45666666666666,2025-04-23 00:00:00
19922,LF PRODUTOS PNEUMÁTICOS E INSTRUMENTAÇÃO INDUSTRIAL,100,2025-04-25 16:07:52
4241,LIDER SAUDE AMBIENTAL LTDA,100,2025-04-01 00:00:00
4479,LIFTEC BRASIL SUPRIMENTOS INDUSTRIAIS LTDA,80,2025-04-30 11:44:50
21031,LILI E-COMMERCE LTDA,80,2025-04-25 00:00:00
21031,LILI E-COMMERCE LTDA,80,2025-04-30 00:00:00
17224,LINSELETRICA LTDA,100,2025-04-15 17:15:32
20475,LMB SUPRIMENTOS INDUSTRIAIS LTDA,72.5,2025-04-29 09:47:33
4961,LOCAMINAS COMERCIO DE FERRAMENTAS LTDA,100,2025-04-17 13:54:18
4961,LOCAMINAS COMERCIO DE FERRAMENTAS LTDA,100,2025-04-28 11:26:41
15531,LOCAMINAS LOCACAO DE MAQUINAS E EQUIPAMENTOS EIRELI,100,2025-04-30 00:00:00
16444,LOJA DA USINAGEM LTDA,100,2025-04-14 16:20:57
17245,LOJA DOS ROLAMENTOS LTDA,100,2025-04-03 00:00:00
17245,LOJA DOS ROLAMENTOS LTDA,100,2025-04-07 13:33:11
17245,LOJA DOS ROLAMENTOS LTDA,100,2025-04-14 00:00:00
17245,LOJA DOS ROLAMENTOS LTDA,100,2025-04-17 11:17:01
17245,LOJA DOS ROLAMENTOS LTDA,100,2025-04-25 00:00:00
17245,LOJA DOS ROLAMENTOS LTDA,100,2025-04-29 08:35:36
17245,LOJA DOS ROLAMENTOS LTDA,100,2025-04-29 08:41:51
17245,LOJA DOS ROLAMENTOS LTDA,100,2025-04-29 09:14:20
8242,LOW COST GERENCIAMENTO DE SERVICOS LTDA,100,2025-04-14 00:00:00
8242,LOW COST GERENCIAMENTO DE SERVICOS LTDA,100,2025-04-30 00:00:00
18416,LSS TRANSPORTES E SERVICOS,100,2025-04-30 00:00:00
20936,LUBPAR COMERCIO ATACADISTA DE LUBRIFICANTES LTDA,80,2025-04-16 14:08:54
8054,LUBRIN LUBRIFICACAO INDUSTRIAL LTDA,100,2025-04-28 00:00:00
21241,LUCIA SIMOES SEBBEN,100,2025-04-30 00:00:00
17136,LUCIANO ANDREI FELIPE LTDA,100,2025-04-10 14:31:17
17787,LUIS ANTONIO BARBOZA REFORMAS E EMENDAS DE CORREIA,100,2025-04-24 00:00:00
16709,LUIS GONZAGA DE SOUSA JUNIOR COMERCIAL,38.75,2025-04-29 00:00:00
16709,LUIS GONZAGA DE SOUSA JUNIOR COMERCIAL,32.58571428571428,2025-04-30 00:00:00
4422,LUITEX MAQUINAS E FERRAMENTAS LTDA,80,2025-04-30 00:00:00
16164,LUIZ RODRIGUES DA SILVA JUNIOR 08298808444,100,2025-04-24 00:00:00
2862,MAC ASSESSORIA E TREIN EMP LTDA,90,2025-04-29 00:00:00
18623,MACAE BATERIAS,94.37,2025-04-17 11:01:48
19578,MACAE USINAGEM E CALDEIRARIA LTDA,80,2025-04-30 00:00:00
16394,MAD CENTRO LTDA,100,2025-04-08 13:06:14
2825,MADEIRA OLIGRAN DE MACAE LTDA,80,2025-04-16 09:30:25
18253,MAGNA LOCACOES LTDA,100,2025-04-08 00:00:00
8287,MAIS GASES COMERCIO DE GASES LTDA,100,2025-04-08 13:47:24
8287,MAIS GASES COMERCIO DE GASES LTDA,100,2025-04-30 00:00:00
20270,MAISTOQUE PERBRAS LTDA,100,2025-04-04 14:37:38
20270,MAISTOQUE PERBRAS LTDA,100,2025-04-30 00:00:00
17679,MALAVAZI VEDACOES INDUSTRIAIS LTDA,100,2025-04-10 10:10:06
17679,MALAVAZI VEDACOES INDUSTRIAIS LTDA,100,2025-04-30 00:00:00
19405,MANALINK PROVEDOR DE INTERNET LTDA,100,2025-04-03 00:00:00
20007,MANOEL TITO DE MELO NETO LTDA,100,2025-04-16 00:00:00
20007,MANOEL TITO DE MELO NETO LTDA,100,2025-04-30 00:00:00
17753,MARCOM COMERCIO DE EPIS E FERRAMENTAS LTDA,100,2025-04-09 11:35:09
17753,MARCOM COMERCIO DE EPIS E FERRAMENTAS LTDA,100,2025-04-09 12:01:40
17753,MARCOM COMERCIO DE EPIS E FERRAMENTAS LTDA,100,2025-04-09 16:26:35
17753,MARCOM COMERCIO DE EPIS E FERRAMENTAS LTDA,100,2025-04-29 15:26:11
17753,MARCOM COMERCIO DE EPIS E FERRAMENTAS LTDA,75,2025-04-30 00:00:00
17753,MARCOM COMERCIO DE EPIS E FERRAMENTAS LTDA,100,2025-04-30 08:15:30
17753,MARCOM COMERCIO DE EPIS E FERRAMENTAS LTDA,70,2025-04-30 14:28:27
17753,MARCOM COMERCIO DE EPIS E FERRAMENTAS LTDA,58.18,2025-04-30 14:33:16
17981,MARCOS ALVES DA SILVA - FOTOGRAFIA,100,2025-04-04 00:00:00
17981,MARCOS ALVES DA SILVA - FOTOGRAFIA,100,2025-04-08 00:00:00
17981,MARCOS ALVES DA SILVA - FOTOGRAFIA,100,2025-04-15 00:00:00
18467,MARVIN LEO LEYVA NAVARRO 23561381880,80,2025-04-10 00:00:00
18467,MARVIN LEO LEYVA NAVARRO 23561381880,80,2025-04-16 00:00:00
16307,MASTER DA WEB DATACENTER LTDA,100,2025-04-01 00:00:00
16307,MASTER DA WEB DATACENTER LTDA,100,2025-04-28 00:00:00
20558,MASTERCAR SERVICE LTDA,100,2025-04-14 18:50:02
16086,MC MANUTENCAO INDUSTRIAL LTDA,100,2025-04-24 00:00:00
16086,MC MANUTENCAO INDUSTRIAL LTDA,100,2025-04-25 00:00:00
18745,MCF ANDRE LAMEIRA,86.25,2025-04-29 14:37:29
4052,MELVIN SOLUCOES EM SOFTWARE LTDA.,100,2025-04-15 00:00:00
17297,METAL TECNICA BOVENAU LTDA,80,2025-04-30 00:00:00
4967,MILLENNIUM VEDACOES LTDA,100,2025-04-09 13:29:55
4967,MILLENNIUM VEDACOES LTDA,100,2025-04-28 00:00:00
4967,MILLENNIUM VEDACOES LTDA,100,2025-04-30 00:00:00
19215,"MILLS LOCACAO, SERVICOS E LOGISTICA S.A.",100,2025-04-23 00:00:00
8569,MILVUS.COM LTDA,100,2025-04-03 00:00:00
21273,MODERNA SHOP LTDA,80,2025-04-30 00:00:00
16246,MONTAGENS PINTURAS E LOCACOES LTDA,100,2025-04-24 00:00:00
17333,MUNDIALTRACTOR COMERCIO IMPORTACAO E EXPORTACAO LTDA,100,2025-04-30 00:00:00
18048,MUNDIVOX NETWORKS LTDA,100,2025-04-04 00:00:00
3656,MUNDO DA AGUA COMERCIO DE PURIFICADORES LTDA,90,2025-04-28 14:26:37
8117,MVH GOMES COMERCIO DE RESTAURANTES E POUSADA,80.625,2025-04-08 00:00:00
8117,MVH GOMES COMERCIO DE RESTAURANTES E POUSADA,81.25,2025-04-29 00:00:00
3020,MVSS SERVICOS DE IMPLATACAO E MANUTENCAO LTDA,100,2025-04-04 00:00:00
8455,N DOS SANTOS SOARES MATERIAL DE CONSTRUCAO,100,2025-04-15 08:31:21
3531,N. J. PINTO LOPES,70,2025-04-16 12:58:01
3531,N. J. PINTO LOPES,80,2025-04-29 13:10:14
3531,N. J. PINTO LOPES,74.37,2025-04-29 13:12:56
3531,N. J. PINTO LOPES,74.37,2025-04-29 13:20:37
3531,N. J. PINTO LOPES,74.37,2025-04-29 14:09:32
7974,N7 SUPLEMENTOS ESPORTIVOS LTDA,100,2025-04-23 13:40:07
4971,NATHALIA MENEZES SILVA,100,2025-04-07 16:10:05
4971,NATHALIA MENEZES SILVA,100,2025-04-25 00:00:00
4971,NATHALIA MENEZES SILVA,90,2025-04-30 00:00:00
21173,NEBOLUZ COMERCIAL DE FERRAMENTAS LTDA,100,2025-04-30 00:00:00
3754,NEOBETEL EPI EQUIPAMENTOS DE PROTECAO INDIVIDUAL LTDA,100,2025-04-11 13:52:14
3754,NEOBETEL EPI EQUIPAMENTOS DE PROTECAO INDIVIDUAL LTDA,100,2025-04-14 07:40:26
3754,NEOBETEL EPI EQUIPAMENTOS DE PROTECAO INDIVIDUAL LTDA,100,2025-04-15 09:48:56
3754,NEOBETEL EPI EQUIPAMENTOS DE PROTECAO INDIVIDUAL LTDA,100,2025-04-15 10:00:04
3754,NEOBETEL EPI EQUIPAMENTOS DE PROTECAO INDIVIDUAL LTDA,100,2025-04-15 10:12:08
3754,NEOBETEL EPI EQUIPAMENTOS DE PROTECAO INDIVIDUAL LTDA,100,2025-04-23 13:20:57
3754,NEOBETEL EPI EQUIPAMENTOS DE PROTECAO INDIVIDUAL LTDA,100,2025-04-30 00:00:00
4259,"NEOBETEL EPI, EQUIPAMENTOS DE PROTECAO INDIVIDUAL LTDA",80,2025-04-14 10:58:46
4259,"NEOBETEL EPI, EQUIPAMENTOS DE PROTECAO INDIVIDUAL LTDA",80,2025-04-25 00:00:00
4259,"NEOBETEL EPI, EQUIPAMENTOS DE PROTECAO INDIVIDUAL LTDA",86.87,2025-04-30 00:00:00
15603,"NEOBETEL EPI, EQUIPAMENTOS DE PROTECAO INDIVIDUAL LTDA",100,2025-04-11 14:29:32
15603,"NEOBETEL EPI, EQUIPAMENTOS DE PROTECAO INDIVIDUAL LTDA",100,2025-04-30 00:00:00
16468,NIUTEC SOLUCOES EM SINALIZACAO LTDA,100,2025-04-30 00:00:00
19039,NIVEK LOGÍSTICA LTDA,80,2025-04-30 00:00:00
15691,NMQ COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA,100,2025-04-25 10:18:37
15691,NMQ COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA,100,2025-04-30 17:51:54
7818,NORPEM COMERCIAL LTDA,86.87,2025-04-03 13:02:50
7818,NORPEM COMERCIAL LTDA,100,2025-04-15 12:40:56
